refund_id,order_id,customer_id,refund_date,refund_amount,refund_reason,refund_method,refund_status,currency
REF00000912,ORD00006486,CUST000302,2023-04-07,1492.25,Product Not as Described,Original Payment Method,Approved,USD
REF00000913,ORD00002290,CUST000373,2023-05-27,794.49,Wrong Product,Gift Card,Approved,USD
REF00000914,ORD00015669,CUST003248,2024-06-17,914.76,Product Not as Described,Bank Transfer,Approved,USD
REF00000915,ORD00001711,CUST001929,2024-09-27,473.5,Damaged Item,Original Payment Method,Pending,USD
REF00000916,ORD00004628,CUST004215,2025-04-30,1296.57,Duplicate Charge,Original Payment Method,Approved,USD
REF00000917,ORD00018279,CUST003079,2023-02-27,475.44,Duplicate Charge,Bank Transfer,Approved,USD
REF00000918,ORD00024917,CUST003866,2023-12-05,751.27,Duplicate Charge,Store Credit,Pending,USD
REF00000919,ORD00013350,CUST004807,2024-10-17,1459.07,Wrong Product,Gift Card,Approved,USD
REF00000920,ORD00015480,CUST004047,2023-07-18,172.17,Product Not as Described,Gift Card,Approved,USD
REF00000921,ORD00026523,CUST003137,2024-12-04,844.85,Wrong Product,Gift Card,Approved,USD
REF00000922,ORD00017365,CUST004225,2025-03-10,3626.1,Quality Issue,Store Credit,Approved,USD
REF00000923,ORD00017261,CUST004191,2025-05-06,399.74,Customer Changed Mind,Store Credit,Pending,USD
REF00000924,ORD00023192,CUST002218,2024-05-20,1363.31,Quality Issue,Store Credit,Approved,USD
REF00000925,ORD00025972,CUST003218,2025-05-30,120.2,Product Not as Described,Bank Transfer,Approved,USD
REF00000926,ORD00024687,CUST003262,2024-01-09,1687.48,Quality Issue,Bank Transfer,Approved,USD
REF00000927,ORD00008358,CUST001214,2024-10-06,1167.27,Late Delivery,Gift Card,Approved,USD
REF00000928,ORD00023247,CUST004056,2025-02-10,267.9,Customer Changed Mind,Original Payment Method,Approved,USD
REF00000929,ORD00011967,CUST004277,2025-04-28,999.65,Product Not as Described,Gift Card,Pending,USD
REF00000930,ORD00001972,CUST002272,2023-12-10,1195.32,Duplicate Charge,Original Payment Method,Approved,USD
REF00000931,ORD00001986,CUST003524,2025-09-26,2971.64,Missing Parts,Bank Transfer,Approved,USD
REF00000932,ORD00005348,CUST000822,2025-04-02,101.59,Missing Parts,Bank Transfer,Approved,USD
REF00000933,ORD00019140,CUST001385,2025-12-24,768.73,Quality Issue,Gift Card,Approved,USD
REF00000934,ORD00021378,CUST001078,2024-06-09,1843.1,Late Delivery,Store Credit,Approved,USD
REF00000935,ORD00015485,CUST002853,2025-04-19,116.84,Duplicate Charge,Bank Transfer,Approved,USD
REF00000936,ORD00022321,CUST001705,2025-06-10,1753.4,Wrong Product,Original Payment Method,Approved,USD
REF00000937,ORD00020358,CUST004328,2025-06-14,5168.74,Duplicate Charge,Original Payment Method,Approved,USD
REF00000938,ORD00008591,CUST002208,2023-11-09,1448.53,Late Delivery,Gift Card,Approved,USD
REF00000939,ORD00008440,CUST004365,2024-01-27,4411.47,Missing Parts,Store Credit,Approved,USD
REF00000940,ORD00019855,CUST003182,2024-02-13,1577.92,Product Not as Described,Gift Card,Approved,USD
REF00000941,ORD00024425,CUST000291,2023-06-20,35.94,Damaged Item,Store Credit,Approved,USD
REF00000942,ORD00017375,CUST003182,2025-05-21,104.2,Customer Changed Mind,Gift Card,Approved,USD
REF00000943,ORD00016521,CUST000190,2024-05-04,364.51,Damaged Item,Gift Card,Approved,USD
REF00000944,ORD00003164,CUST002381,2026-03-04,458.38,Duplicate Charge,Original Payment Method,Approved,USD
REF00000945,ORD00021148,CUST000481,2024-10-07,657.74,Customer Changed Mind,Original Payment Method,Approved,USD
REF00000946,ORD00020833,CUST003866,2023-12-04,1179.8,Late Delivery,Store Credit,Approved,USD
REF00000947,ORD00023687,CUST001993,2025-06-23,2293.59,Quality Issue,Gift Card,Approved,USD
REF00000948,ORD00017915,CUST004087,2025-09-19,245.96,Product Not as Described,Gift Card,Pending,USD
REF00000949,ORD00011477,CUST001338,2025-01-30,1116.42,Wrong Product,Store Credit,Rejected,USD
REF00000950,ORD00026164,CUST001112,2025-07-30,110.98,Quality Issue,Gift Card,Approved,USD
REF00000951,ORD00014430,CUST000717,2025-04-20,526.57,Wrong Product,Original Payment Method,Approved,USD
REF00000952,ORD00008051,CUST001035,2023-07-05,2153.53,Customer Changed Mind,Bank Transfer,Approved,USD
REF00000953,ORD00013486,CUST001442,2024-04-23,519.28,Damaged Item,Store Credit,Approved,USD
REF00000954,ORD00027803,CUST003458,2023-06-22,1493.5,Duplicate Charge,Store Credit,Approved,USD
REF00000955,ORD00019972,CUST001171,2026-01-20,240.11,Product Not as Described,Gift Card,Approved,USD
REF00000956,ORD00018080,CUST004024,2024-11-05,4274.59,Wrong Product,Bank Transfer,Approved,USD
REF00000957,ORD00016057,CUST002571,2025-09-23,36.2,Customer Changed Mind,Store Credit,Approved,USD
REF00000958,ORD00003255,CUST000341,2025-07-15,102.15,Damaged Item,Original Payment Method,Approved,USD
REF00000959,ORD00015831,CUST000270,2026-07-02,2507.42,Customer Changed Mind,Store Credit,Pending,USD
REF00000960,ORD00029083,CUST001256,2026-05-25,5053.29,Damaged Item,Gift Card,Approved,USD
REF00000961,ORD00021464,CUST000516,2024-01-27,430.42,Duplicate Charge,Store Credit,Approved,USD
REF00000962,ORD00001967,CUST001536,2024-08-16,901.68,Product Not as Described,Gift Card,Approved,USD
REF00000963,ORD00022140,CUST001568,2023-09-12,19.64,Customer Changed Mind,Bank Transfer,Approved,USD
REF00000964,ORD00009152,CUST001569,2025-12-03,238.47,Quality Issue,Bank Transfer,Approved,USD
REF00000965,ORD00016472,CUST003152,2026-01-30,118.28,Wrong Product,Gift Card,Approved,USD
REF00000966,ORD00014316,CUST003494,2026-04-02,493.84,Wrong Product,Bank Transfer,Approved,USD
REF00000967,ORD00002401,CUST003786,2024-04-25,430.36,Customer Changed Mind,Bank Transfer,Approved,USD
REF00000968,ORD00026182,CUST000720,2023-07-15,251.59,Missing Parts,Store Credit,Approved,USD
REF00000969,ORD00028676,CUST001845,2023-10-07,1261.64,Damaged Item,Gift Card,Approved,USD
REF00000970,ORD00009141,CUST001456,2025-04-28,265.47,Missing Parts,Gift Card,Approved,USD
REF00000971,ORD00015081,CUST004811,2024-07-31,4965.11,Customer Changed Mind,Gift Card,Approved,USD
REF00000972,ORD00011922,CUST000878,2024-09-03,2384.55,Product Not as Described,Bank Transfer,Approved,USD
REF00000973,ORD00008423,CUST000728,2025-12-22,132.3,Late Delivery,Gift Card,Approved,USD
REF00000974,ORD00022856,CUST002595,2025-07-13,237.84,Quality Issue,Gift Card,Approved,USD
REF00000975,ORD00012225,CUST003018,2024-06-16,420.76,Missing Parts,Gift Card,Approved,USD
REF00000976,ORD00016664,CUST001026,2024-01-15,541.18,Missing Parts,Store Credit,Approved,USD
REF00000977,ORD00026805,CUST000067,2023-11-21,701.11,Damaged Item,Original Payment Method,Approved,USD
REF00000978,ORD00018140,CUST003415,2023-09-20,66.26,Missing Parts,Gift Card,Approved,USD
REF00000979,ORD00013374,CUST002797,2023-09-18,4290.21,Late Delivery,Gift Card,Approved,USD
REF00000980,ORD00009758,CUST004407,2023-06-01,3123.14,Customer Changed Mind,Gift Card,Pending,USD
REF00000981,ORD00012848,CUST002655,2026-01-26,2724.97,Duplicate Charge,Bank Transfer,Approved,USD
REF00000982,ORD00012779,CUST003264,2026-02-16,74.57,Duplicate Charge,Store Credit,Approved,USD
REF00000983,ORD00025368,CUST000323,2024-04-11,1287.96,Duplicate Charge,Store Credit,Rejected,USD
REF00000984,ORD00007374,CUST001092,2024-10-03,1146.06,Wrong Product,Original Payment Method,Approved,USD
REF00000985,ORD00014512,CUST002475,2025-07-20,165.11,Missing Parts,Gift Card,Approved,USD
REF00000986,ORD00026999,CUST000216,2024-03-22,1151.47,Customer Changed Mind,Gift Card,Approved,USD
REF00000987,ORD00026535,CUST000634,2024-11-21,667.77,Wrong Product,Store Credit,Approved,USD
REF00000988,ORD00007766,CUST000259,2026-01-28,206.38,Customer Changed Mind,Store Credit,Approved,USD
REF00000989,ORD00003845,CUST000946,2024-06-25,1310.43,Damaged Item,Store Credit,Approved,USD
REF00000990,ORD00000343,CUST002207,2023-05-29,2693.81,Duplicate Charge,Gift Card,Approved,USD
REF00000991,ORD00023777,CUST002166,2024-11-07,318.66,Late Delivery,Gift Card,Approved,USD
REF00000992,ORD00016845,CUST001211,2025-05-27,660.49,Damaged Item,Bank Transfer,Approved,USD
REF00000993,ORD00003786,CUST001246,2023-07-24,2473.57,Product Not as Described,Store Credit,Approved,USD
REF00000994,ORD00021435,CUST001508,2026-05-01,457.09,Missing Parts,Store Credit,Pending,USD
REF00000995,ORD00004027,CUST001831,2026-06-25,638.29,Wrong Product,Original Payment Method,Approved,USD
REF00000996,ORD00001599,CUST003994,2026-01-05,129.72,Product Not as Described,Bank Transfer,Approved,USD
REF00000997,ORD00004032,CUST001032,2024-10-03,127.64,Customer Changed Mind,Store Credit,Approved,USD
REF00000998,ORD00001232,CUST004198,2024-05-21,4671.75,Missing Parts,Store Credit,Approved,USD
REF00000999,ORD00000468,CUST004085,2026-02-22,108.15,Wrong Product,Bank Transfer,Approved,USD
REF00001000,ORD00014092,CUST002792,2023-11-09,253.64,Late Delivery,Gift Card,Pending,USD
REF00001001,ORD00019624,CUST001261,2025-12-17,255.12,Late Delivery,Store Credit,Approved,USD
REF00001002,ORD00015165,CUST000871,2024-12-02,1724.39,Duplicate Charge,Bank Transfer,Approved,USD
REF00001003,ORD00028038,CUST003307,2025-05-28,4129.96,Quality Issue,Store Credit,Approved,USD
REF00001004,ORD00011971,CUST002730,2025-08-22,240.65,Product Not as Described,Bank Transfer,Approved,USD
REF00001005,ORD00023041,CUST001456,2023-04-16,738.51,Damaged Item,Original Payment Method,Approved,USD
REF00001006,ORD00014220,CUST000522,2025-05-17,121.26,Quality Issue,Original Payment Method,Approved,USD
REF00001007,ORD00014989,CUST002353,2023-02-12,1110.44,Damaged Item,Original Payment Method,Pending,USD
REF00001008,ORD00025740,CUST004878,2025-03-11,608.4,Missing Parts,Gift Card,Approved,USD
REF00001009,ORD00014560,CUST002800,2025-03-11,959.39,Duplicate Charge,Store Credit,Approved,USD
REF00001010,ORD00003952,CUST000909,2025-11-08,2939.58,Customer Changed Mind,Gift Card,Approved,USD
REF00001011,ORD00018691,CUST001650,2024-03-16,15.97,Damaged Item,Store Credit,Approved,USD
REF00001012,ORD00009165,CUST004897,2024-11-17,1633.27,Damaged Item,Original Payment Method,Approved,USD
REF00001013,ORD00003492,CUST004729,2026-06-13,1440.62,Duplicate Charge,Gift Card,Rejected,USD
REF00001014,ORD00028992,CUST001319,2025-06-20,1432.95,Missing Parts,Bank Transfer,Pending,USD
REF00001015,ORD00010481,CUST001101,2024-08-14,1129.2,Quality Issue,Bank Transfer,Approved,USD
REF00001016,ORD00016268,CUST004172,2024-06-07,1126.93,Wrong Product,Store Credit,Pending,USD
REF00001017,ORD00018169,CUST002862,2024-10-05,613.44,Customer Changed Mind,Store Credit,Rejected,USD
REF00001018,ORD00001723,CUST003854,2025-01-20,2513.38,Missing Parts,Original Payment Method,Approved,USD
REF00001019,ORD00022104,CUST002147,2024-06-13,499.82,Customer Changed Mind,Bank Transfer,Approved,USD
REF00001020,ORD00016575,CUST003312,2023-08-11,1959.9,Duplicate Charge,Gift Card,Approved,USD
REF00001021,ORD00010301,CUST001797,2023-04-06,2421.54,Wrong Product,Original Payment Method,Approved,USD
REF00001022,ORD00012575,CUST000841,2023-11-17,152.91,Wrong Product,Original Payment Method,Pending,USD
REF00001023,ORD00017533,CUST000634,2024-12-26,503.78,Damaged Item,Store Credit,Pending,USD
REF00001024,ORD00025382,CUST002155,2023-06-25,1846.94,Customer Changed Mind,Gift Card,Approved,USD
REF00001025,ORD00001498,CUST001109,2025-02-27,24.26,Wrong Product,Gift Card,Approved,USD
REF00001026,ORD00002842,CUST004246,2024-06-21,856.66,Wrong Product,Original Payment Method,Approved,USD
REF00001027,ORD00017415,CUST004103,2026-07-02,344.32,Late Delivery,Bank Transfer,Approved,USD
REF00001028,ORD00017441,CUST004499,2023-12-08,816.26,Late Delivery,Bank Transfer,Approved,USD
REF00001029,ORD00027496,CUST002318,2024-09-02,1243.49,Late Delivery,Store Credit,Approved,USD
REF00001030,ORD00007911,CUST000390,2023-11-10,1929.09,Product Not as Described,Bank Transfer,Approved,USD
REF00001031,ORD00028994,CUST003665,2025-04-23,679.76,Customer Changed Mind,Bank Transfer,Approved,USD
REF00001032,ORD00012289,CUST002091,2023-12-26,2255.33,Duplicate Charge,Bank Transfer,Approved,USD
REF00001033,ORD00012394,CUST001906,2025-01-30,807.68,Duplicate Charge,Bank Transfer,Approved,USD
REF00001034,ORD00025283,CUST004867,2026-04-22,383.01,Damaged Item,Gift Card,Approved,USD
REF00001035,ORD00005225,CUST001407,2023-10-25,279.83,Damaged Item,Gift Card,Approved,USD
REF00001036,ORD00010253,CUST004293,2025-11-15,528.21,Late Delivery,Gift Card,Approved,USD
REF00001037,ORD00008089,CUST003852,2024-03-17,581.71,Late Delivery,Bank Transfer,Approved,USD
REF00001038,ORD00029945,CUST003124,2023-05-01,591.64,Damaged Item,Gift Card,Approved,USD
REF00001039,ORD00011403,CUST001831,2025-03-27,3404.33,Quality Issue,Bank Transfer,Approved,USD
REF00001040,ORD00001315,CUST002302,2025-11-26,1199.49,Customer Changed Mind,Gift Card,Pending,USD
REF00001041,ORD00006013,CUST004261,2026-01-16,1454.96,Wrong Product,Bank Transfer,Pending,USD
REF00001042,ORD00023282,CUST004572,2024-03-22,604.76,Duplicate Charge,Store Credit,Approved,USD
REF00001043,ORD00018176,CUST001796,2025-02-21,881.42,Missing Parts,Original Payment Method,Rejected,USD
REF00001044,ORD00014625,CUST002290,2023-08-03,838.57,Quality Issue,Original Payment Method,Approved,USD
REF00001045,ORD00004536,CUST001713,2026-05-07,1444.69,Missing Parts,Store Credit,Approved,USD
REF00001046,ORD00001737,CUST002625,2025-03-29,872.12,Wrong Product,Gift Card,Rejected,USD
REF00001047,ORD00005527,CUST003550,2023-11-16,926.89,Late Delivery,Store Credit,Approved,USD
REF00001048,ORD00008154,CUST000704,2025-01-09,542.02,Duplicate Charge,Bank Transfer,Approved,USD
REF00001049,ORD00024976,CUST001983,2024-02-26,131.18,Damaged Item,Original Payment Method,Pending,USD
REF00001050,ORD00017475,CUST001698,2026-05-05,482.48,Customer Changed Mind,Gift Card,Approved,USD
REF00001051,ORD00003095,CUST002118,2025-12-27,1193.83,Wrong Product,Original Payment Method,Approved,USD
REF00001052,ORD00022356,CUST004354,2023-03-18,567.76,Duplicate Charge,Original Payment Method,Approved,USD
REF00001053,ORD00024545,CUST004901,2026-03-24,150.92,Product Not as Described,Bank Transfer,Approved,USD
REF00001054,ORD00013427,CUST004438,2025-06-22,839.5,Product Not as Described,Original Payment Method,Approved,USD
REF00001055,ORD00001022,CUST003845,2024-11-15,981.14,Damaged Item,Original Payment Method,Approved,USD
REF00001056,ORD00003635,CUST001312,2023-10-29,1451.47,Wrong Product,Original Payment Method,Approved,USD
REF00001057,ORD00014575,CUST004081,2024-08-28,634.0,Duplicate Charge,Original Payment Method,Approved,USD
REF00001058,ORD00002008,CUST001442,2026-04-26,4994.83,Product Not as Described,Original Payment Method,Approved,USD
REF00001059,ORD00013434,CUST000057,2025-04-13,714.04,Duplicate Charge,Gift Card,Approved,USD
REF00001060,ORD00011245,CUST004587,2024-12-15,792.32,Customer Changed Mind,Gift Card,Approved,USD
REF00001061,ORD00027251,CUST001024,2026-02-05,885.22,Wrong Product,Gift Card,Approved,USD
REF00001062,ORD00000970,CUST002339,2026-01-02,1273.72,Quality Issue,Gift Card,Approved,USD
REF00001063,ORD00021773,CUST002547,2026-04-24,2204.02,Damaged Item,Bank Transfer,Approved,USD
REF00001064,ORD00026022,CUST004821,2023-07-13,1162.26,Duplicate Charge,Store Credit,Approved,USD
REF00001065,ORD00007020,CUST002935,2025-02-16,479.37,Duplicate Charge,Bank Transfer,Approved,USD
REF00001066,ORD00010986,CUST002107,2025-06-18,1174.39,Wrong Product,Original Payment Method,Approved,USD
REF00001067,ORD00006249,CUST000408,2023-05-04,1875.28,Wrong Product,Gift Card,Approved,USD
REF00001068,ORD00026916,CUST001323,2026-02-02,783.65,Late Delivery,Original Payment Method,Approved,USD
REF00001069,ORD00029138,CUST002530,2026-01-31,488.58,Customer Changed Mind,Store Credit,Approved,USD
REF00001070,ORD00018477,CUST001366,2026-07-21,1255.38,Customer Changed Mind,Bank Transfer,Approved,USD
REF00001071,ORD00010212,CUST004048,2023-08-28,255.56,Duplicate Charge,Gift Card,Approved,USD
REF00001072,ORD00001553,CUST003971,2023-09-25,1799.74,Damaged Item,Original Payment Method,Approved,USD
REF00001073,ORD00005014,CUST001632,2025-06-18,2777.34,Wrong Product,Gift Card,Approved,USD
REF00001074,ORD00012897,CUST004580,2024-09-02,114.36,Wrong Product,Bank Transfer,Approved,USD
REF00001075,ORD00019566,CUST000403,2023-09-07,1405.56,Product Not as Described,Original Payment Method,Approved,USD
REF00001076,ORD00020910,CUST002552,2025-03-09,252.73,Missing Parts,Original Payment Method,Approved,USD
REF00001077,ORD00013773,CUST002499,2025-06-25,1206.87,Quality Issue,Store Credit,Rejected,USD
REF00001078,ORD00006517,CUST002382,2023-01-21,93.35,Damaged Item,Gift Card,Approved,USD
REF00001079,ORD00029077,CUST003510,2024-05-25,1068.65,Wrong Product,Store Credit,Approved,USD
REF00001080,ORD00013423,CUST003351,2024-06-09,3873.9,Quality Issue,Store Credit,Pending,USD
REF00001081,ORD00000466,CUST002537,2024-03-27,2890.15,Customer Changed Mind,Bank Transfer,Approved,USD
REF00001082,ORD00028179,CUST002959,2024-03-24,188.54,Quality Issue,Bank Transfer,Pending,USD
REF00001083,ORD00003834,CUST004814,2024-11-07,1379.63,Duplicate Charge,Original Payment Method,Approved,USD
REF00001084,ORD00005622,CUST002526,2024-03-16,904.79,Product Not as Described,Store Credit,Approved,USD
REF00001085,ORD00004276,CUST002706,2025-08-05,172.57,Quality Issue,Bank Transfer,Approved,USD
REF00001086,ORD00006684,CUST003839,2024-01-22,375.42,Wrong Product,Gift Card,Pending,USD
REF00001087,ORD00002334,CUST001591,2026-06-21,1334.86,Duplicate Charge,Gift Card,Approved,USD
REF00001088,ORD00026372,CUST001364,2023-04-26,516.96,Duplicate Charge,Original Payment Method,Pending,USD
REF00001089,ORD00019658,CUST003232,2024-01-05,1509.84,Customer Changed Mind,Original Payment Method,Approved,USD
REF00001090,ORD00017383,CUST004001,2026-06-15,297.06,Customer Changed Mind,Store Credit,Approved,USD
REF00001091,ORD00008799,CUST004710,2026-07-04,1977.21,Wrong Product,Original Payment Method,Approved,USD
REF00001092,ORD00018637,CUST004969,2024-05-19,938.87,Damaged Item,Gift Card,Approved,USD
REF00001093,ORD00002931,CUST004456,2025-07-17,945.59,Product Not as Described,Store Credit,Approved,USD
REF00001094,ORD00010997,CUST004219,2024-06-10,698.54,Missing Parts,Gift Card,Approved,USD
REF00001095,ORD00006423,CUST001602,2025-09-10,668.48,Missing Parts,Gift Card,Approved,USD
REF00001096,ORD00004653,CUST001443,2026-04-13,792.12,Wrong Product,Original Payment Method,Approved,USD
REF00001097,ORD00015515,CUST004091,2025-04-19,3478.33,Customer Changed Mind,Gift Card,Approved,USD
REF00001098,ORD00019861,CUST004799,2026-01-05,410.45,Damaged Item,Store Credit,Approved,USD
REF00001099,ORD00013693,CUST003022,2025-04-21,2108.81,Duplicate Charge,Original Payment Method,Approved,USD
REF00001100,ORD00007486,CUST001003,2024-06-09,655.79,Product Not as Described,Bank Transfer,Approved,USD
REF00001101,ORD00005992,CUST000851,2026-06-29,559.8,Wrong Product,Original Payment Method,Approved,USD
REF00001102,ORD00027104,CUST003110,2025-10-14,210.43,Late Delivery,Store Credit,Approved,USD
REF00001103,ORD00009635,CUST001883,2023-08-14,202.07,Missing Parts,Original Payment Method,Approved,USD
REF00001104,ORD00026671,CUST003518,2025-02-22,2592.37,Damaged Item,Store Credit,Approved,USD
